Composers,Composer last name,Famous violinists and pianists,Musical instrument,'Artist, conductor, orchestra, piece name mentioned',Genre,Piece type,completeness
Pierre-Gabriel Buffardin ,Buffardin ,,,,,,
Glenn Buhr  ,Buhr  ,,,,,,
John Bull ,Bull ,,,,,,
Ole Bull ,Bull ,,,,,,
Alan Bullard ,Bullard ,,,,,,
Nini Bulterijs ,Bulterijs ,,,,,,
Kenji Bunch ,Bunch ,,,,,,
August Bungert ,Bungert ,,,,,,
Benedictus Buns ,Buns ,,,,,,
Giovanni Battista Buonamente ,Battista Buonamente ,,,,,,
Friedrich Burgmüller ,Burgmüller ,,,,,,
Norbert Burgmüller ,Burgmüller ,,,,,,
Geoffrey Burgon ,Burgon ,,,,,,
Mutal Burhonov ,Burhonov ,,,,,,
Sonny Burke ,Burke ,,,,,,
Paul Burkhard ,Burkhard ,,,,,,
Willy Burkhard ,Burkhard ,,,,,,
Harry Burleigh ,Burleigh ,,,,,,
R D Burman ,D Burman ,,,,,,
S D Burman ,D Burman ,,,,,,
Charles Burney ,Burney ,,,,,,
Diana Burrell ,Burrell ,,,,,,
Alfred Burt ,Burt ,,,,,,
Canary Lee Burton ,Lee Burton ,,,,,,
Alan Bush ,Bush ,,,,,,
Adolf Busch ,Busch ,,,,,,
Geoffrey Bush ,Bush ,,,,,,
Alejandro Busi  ,Busi  ,,,,,,
Giuseppe Busi  ,Busi  ,,,,,,
Antoine Busnois  ,Busnois  ,,,,,,
Ferruccio Busoni ,Busoni ,,,,,,
Howard J. Buss ,J. Buss ,,,,,,
Henri Büsser ,Büsser ,,,,,,
Sylvano Bussotti ,Bussotti ,,,,,,
Fernando Bustamante  ,Bustamante  ,,,,,,
Pieter Bustijn ,Bustijn ,,,,,,
'Thomas O''Brien Butler ','O''Brien Butler ',,,,,,
Nigel Butterley ,Butterley ,,,,,,
Arthur Butterworth ,Butterworth ,,,,,,
George Butterworth ,Butterworth ,,,,,,
Johann Heinrich Buttstett ,Heinrich Buttstett ,,,,,,
Jacques Buus ,Buus ,,,,,,
Dieterich Buxtehude ,Buxtehude ,,,,,,
Arturo Buzzi-Peccia ,Buzzi-Peccia ,,,,,,
Antonio Buzzolla ,Buzzolla ,,,,,,
William Byrd ,Byrd ,,,,,,
Don Byron ,Byron ,,,,,,
Britta Byström ,Byström ,,,,,,
Byttering ,,,,,,,
'Gayane C''ebotaryan ','C''ebotaryan ',,,,,,
Roberto Caamaño  ,Caamaño  ,,,,,,
Manuel Fernández Caballero ,Fernández Caballero ,,,,,,
Juan Cabanilles ,Cabanilles ,,,,,,
Antonio de Cabezón ,de Cabezón ,,,,,,
Hernando de Cabezón ,de Cabezón ,,,,,,
Facundo Cabral ,Cabral ,,,,,,
Francesca Caccini ,Caccini ,,,,,,
Giulio Caccini ,Caccini ,,,,,,
Settimia Caccini ,Caccini ,,,,,,
Pierre Cadéac ,Cadéac ,,,,,,
Charles Wakefield Cadman ,Wakefield Cadman ,,,,,,
Pasquale Cafaro ,Cafaro ,,,,,,
John Cage ,Cage ,,,,,,
Antonio Cagnoni ,Cagnoni ,,,,,,
Gioseppe Caimo ,Caimo ,,,,,,
'Louis de Caix d''Hervelois ','de Caix d''Hervelois ',,,,,,
Raffaele Calace ,Calace ,,,,,,
Geneviève Calame ,Calame ,,,,,,
Antonio Caldara ,Caldara ,,,,,,
Fulvio Caldini ,Caldini ,,,,,,
Antonio Calegari ,Calegari ,,,,,,
Maria Cattarina Calegari ,Cattarina Calegari ,,,,,,
Francisco Calés Pina  ,Calés Pina  ,,,,,,
John Baptiste Calkin ,Baptiste Calkin ,,,,,,
Joseph Callaerts ,Callaerts ,,,,,,
Rafael Calleja Gómez ,Calleja Gómez ,,,,,,
Lluís Callejo  ,Callejo  ,,,,,,
Sethus Calvisius ,Calvisius ,,,,,,
Robert Cambert ,Cambert ,,,,,,
Giuseppe Cambini ,Cambini ,,,,,,
John Cameron ,Cameron ,,,,,,
Charles Camilleri ,Camilleri ,,,,,,
Michel Camilo ,Camilo ,,,,,,
Bartolomeo Campagnoli ,Campagnoli ,,,,,,
Fabio Campana ,Campana ,,,,,,
Alexander Campbell ,Campbell ,,,,,,
Louis Campbell-Tipton ,Campbell-Tipton ,,,,,,
François van Campenhout ,van Campenhout ,,,,,,
Thomas Campion ,Campion ,,,,,,
Carlo Antonio Campioni ,Antonio Campioni ,,,,,,
Conrado del Campo ,del Campo ,,,,,,
André Campra ,Campra ,,,,,,
Francisco Canaro ,Canaro ,,,,,,
Edith Canat de Chizy ,Canat de Chizy ,,,,,,
Amélie-Julie Candeille ,Candeille ,,,,,,
Cornelius Canis  ,Canis  ,,,,,,
Christian Cannabich ,Cannabich ,,,,,,
Enrico Cannio ,Cannio ,,,,,,
Joseph Canteloube ,Canteloube ,,,,,,
Philippe Capdenat ,Capdenat ,,,,,,
Pierre Capdevielle ,Capdevielle ,,,,,,
Vincenzo Capirola ,Capirola ,,,,,,
André Caplet ,Caplet ,,,,,,
Samuel Capricornus ,Capricornus ,,,,,,
Giuseppe Antonio Capuzzi ,Antonio Capuzzi ,,,,,,
Marchetto Cara ,Cara ,,,,,,
Michele Carafa ,Carafa ,,,,,,
Matteo Carcassi ,Carcassi ,,,,,,
Cornelius Cardew ,Cardew ,,,,,,
Manuel Cardoso ,Cardoso ,,,,,,
Cristoforo Caresana ,Caresana ,,,,,,
Henry Carey ,Carey ,,,,,,
Giacomo Carissimi ,Carissimi ,,,,,,
Robert Carl ,Carl ,,,,,,
Bruce Carlson ,Carlson ,,,,,,
Mark Carlson ,Carlson ,,,,,,
Hoagy Carmichael ,Carmichael ,,,,,,
John Carmichael ,Carmichael ,,,,,,
Roberto Carnevale ,Carnevale ,,,,,,
Ramon Carnicer i Batlle ,Carnicer i Batlle ,,,,,,
Julio de Caro ,de Caro ,,,,,,
Turlough Carolan ,Carolan ,,,,,,
Firminus Caron ,Caron ,,,,,,
Fabritio Caroso ,Caroso ,,,,,,
John Alden Carpenter ,Alden Carpenter ,,,,,,
Carpentras  , ,,,,,,
Benjamin Carr ,Carr ,,,,,,
Edwin Carr ,Carr ,,,,,,
António Carreira ,Carreira ,,,,,,
James P. Carrell ,P. Carrell ,,,,,,
Teresa Carreño ,Carreño ,,,,,,
Julián Carrillo ,Carrillo ,,,,,,
Antonio Casimir Cartellieri ,Casimir Cartellieri ,,,,,,
Andrew Carter ,Carter ,,,,,,
Elliott Carter ,Carter ,,,,,,
Ferdinando Carulli ,Carulli ,,,,,,
João de Sousa Carvalho ,de Sousa Carvalho ,,,,,,
Robert Carver ,Carver ,,,,,,
Doreen Carwithen ,Carwithen ,,,,,,
Tristram Cary ,Cary ,,,,,,
Benet Casablancas ,Casablancas ,,,,,,
Henri Casadesus ,Casadesus ,,,,,,
Marius Casadesus ,Casadesus ,,,,,,
Robert Casadesus ,Casadesus ,,,,,,
Robert-Guillaume Casadesus ,Casadesus ,,,,,,
Romeo Cascarino ,Cascarino ,,,,,,
Giovanni da Cascia ,da Cascia ,,,,,,
Alfredo Casella ,Casella ,,,,,,
Philip Cashian ,Cashian ,,,,,,
John Casken ,Casken ,,,,,,
Gaspar Cassadó ,Cassadó ,,,,,,
Bellerofonte Castaldi ,Castaldi ,,,,,,
Luigi Castellacci ,Castellacci ,,,,,,
Rafael Antonio Castellanos ,Antonio Castellanos ,,,,,,
Dario Castello ,Castello ,,,,,,
Mario Castelnuovo-Tedesco ,Castelnuovo-Tedesco ,,,,,,
Niccolò Castiglioni ,Castiglioni ,,,,,,
Alexis de Castillon ,de Castillon ,,,,,,
Samuel Castriota ,Castriota ,,,,,,
Juan José Castro ,José Castro ,,,,,,
Maddalena Casulana ,Casulana ,,,,,,
Alfredo Catalani ,Catalani ,,,,,,
Daniel Catán ,Catán ,,,,,,
Diomedes Cato ,Cato ,,,,,,
Georgy Catoire ,Catoire ,,,,,,
Eduard Caudella ,Caudella ,,,,,,
'Emilio de'' Cavalieri ','de'' Cavalieri ',,,,,,
Francesco Cavalli ,Cavalli ,,,,,,
Girolamo Cavazzoni ,Cavazzoni ,,,,,,
Maurizio Cazzati ,Cazzati ,,,,,,
Rodrigo de Ceballos ,de Ceballos ,,,,,,
Carlo Cecere ,Cecere ,,,,,,
Levi Celerio ,Celerio ,,,,,,
Francesco Cellavenia ,Cellavenia ,,,,,,
Joan Cererols ,Cererols ,,,,,,
Bohuslav Matěj Černohorský ,Matěj Černohorský ,,,,,,
Pierre Certon ,Certon ,,,,,,
Ignacio Cervantes ,Cervantes ,,,,,,
Giacobbe Cervetto ,Cervetto ,,,,,,
Giovanni Martino Cesare ,Martino Cesare ,,,,,,
Johannes Cesaris ,Cesaris ,,,,,,
Sulpitia Cesis ,Cesis ,,,,,,
Antonio Cesti ,Cesti ,,,,,,
Emmanuel Chabrier ,Chabrier ,,,,,,
George Whitefield Chadwick ,Whitefield Chadwick ,,,,,,
Ippolito Chamaterò ,Chamaterò ,,,,,,
Cécile Chaminade ,Chaminade ,,,,,,
Claude Champagne ,Champagne ,,,,,,
Jacques Champion de Chambonnières,Champion de Chambonnières,,,,,,
Nicolas Champion ,Champion ,,,,,,
Gustave Charpentier ,Charpentier ,,,,,,
Marc-Antoine Charpentier ,Charpentier ,,,,,,
Abram Chasins ,Chasins ,,,,,,
Stephen Chatman ,Chatman ,,,,,,
Lambert Chaumont ,Chaumont ,,,,,,
Ernest Chausson ,Chausson ,,,,,,
Carlos Chávez ,Chávez ,,,,,,
Charles Chaynes ,Chaynes ,,,,,,
Nicolas Chédeville ,Chédeville ,,,,,,
Fortunato Chelleri ,Chelleri ,,,,,,
Xiaoyong Chen ,Chen ,,,,,,
Chen Yi ,Yi ,,,,,,
'Ch''eng Mao-yün ',Mao-yün ,,,,,,
Yury Chernavsky ,Chernavsky ,,,,,,
Luigi Cherubini ,Cherubini ,,,,,,
Pavel Chesnokov ,Chesnokov ,,,,,,
Paul Chihara ,Chihara ,,,,,,
Thomas Chilcot ,Chilcot ,,,,,,
Bob Chilcott ,Chilcott ,,,,,,
William Child ,Child ,,,,,,
Unsuk Chin ,Chin ,,,,,,
Edmund Chipp ,Chipp ,,,,,,
Erik Chisholm ,Chisholm ,,,,,,
Gian Paolo Chiti ,Paolo Chiti ,,,,,,
Frédéric Chopin ,Chopin ,,,,,,
Hedwige Chrétien ,Chrétien ,,,,,,
Henning Christiansen ,Christiansen ,,,,,,
Jani Christou ,Christou ,,,,,,
Andreas Chyliński ,Chyliński ,,,,,,
Cesare Ciardi ,Ciardi ,,,,,,
Mikalojus Konstantinas Čiurlionis ,Konstantinas Čiurlionis ,,,,,,
Johannes Ciconia ,Ciconia ,,,,,,
Ippolito Ciera ,Ciera ,,,,,,
Antonio Cifra ,Cifra ,,,,,,
Francesco Cilea ,Cilea ,,,,,,
Giovanni Paolo Cima ,Paolo Cima ,,,,,,
Domenico Cimarosa ,Cimarosa ,,,,,,
Domenico Cimoso ,Cimoso ,,,,,,
Milo Cipra ,Cipra ,,,,,,
Giovanni Battista Cirri ,Battista Cirri ,,,,,,
Avery Claflin ,Claflin ,,,,,,
Philip Greeley Clapp ,Greeley Clapp ,,,,,,
Giovanni Carlo Maria Clari ,Carlo Maria Clari ,,,,,,
Jeremiah Clarke ,Clarke ,,,,,,
Kenny Clarke ,Clarke ,,,,,,
Rebecca Clarke ,Clarke ,,,,,,
Johnny Clegg ,Clegg ,,,,,,
Jacob Clemens non Papa ,Clemens non Papa ,,,,,,
Aldo Clementi ,Clementi ,,,,,,
Muzio Clementi ,Clementi ,,,,,,
Louis-Nicolas Clérambault ,Clérambault ,,,,,,
Pierre Clereau ,Clereau ,,,,,,
Nycasius de Clibano ,de Clibano ,,,,,,
Jheronimus de Clibano ,de Clibano ,,,,,,
Frederic Cliffe ,Cliffe ,,,,,,
Albert Coates ,Coates ,,,,,,
Eric Coates ,Coates ,,,,,,
Gloria Coates ,Coates ,,,,,,
Gioacchino Cocchi ,Cocchi ,,,,,,
Carlo Coccia ,Coccia ,,,,,,
Julian Cochran ,Cochran ,,,,,,
Adrianus Petit Coclico ,Petit Coclico ,,,,,,
Martín Codax ,Codax ,,,,,,
Manuel Rodrigues Coelho ,Rodrigues Coelho ,,,,,,
Louis Coerne ,Coerne ,,,,,,
Robert Cogan ,Cogan ,,,,,,
George M. Cohan ,M. Cohan ,,,,,,
James Cohn ,Cohn ,,,,,,
Gautier de Coincy ,de Coincy ,,,,,,
Cy Coleman ,Coleman ,,,,,,
Valerie Coleman ,Coleman ,,,,,,
Avril Coleridge-Taylor ,Coleridge-Taylor ,,,,,,
Samuel Coleridge-Taylor ,Coleridge-Taylor ,,,,,,
Cecil Coles ,Coles ,,,,,,
François Colin de Blamont ,Colin de Blamont ,,,,,,
Lelio Colista ,Colista ,,,,,,
Pascal Collasse ,Collasse ,,,,,,
Lawrance Collingwood ,Collingwood ,,,,,,
Edward Joseph Collins ,Joseph Collins ,,,,,,
Giovanni Paolo Colonna ,Paolo Colonna ,,,,,,
Russ Columbo ,Columbo ,,,,,,
Joan Baptista Comes ,Baptista Comes ,,,,,,
Loyset Compère ,Compère ,,,,,,
Graziella Concas ,Concas ,,,,,,
Edward T. Cone ,T. Cone ,,,,,,
Giovanni Battista Conforti ,Battista Conforti ,,,,,,
Zez Confrey ,Confrey ,,,,,,
Justin Connolly ,Connolly ,,,,,,
August Conradi ,Conradi ,,,,,,
Marius Constant ,Constant ,,,,,,
Paul Constantinescu ,Constantinescu ,,,,,,
Sylvia Constantinidis ,Constantinidis ,,,,,,
David Conte ,Conte ,,,,,,
Francesco Bartolomeo Conti ,Bartolomeo Conti ,,,,,,
Salvador Contreras ,Contreras ,,,,,,
Charles Crozat Converse ,Crozat Converse ,,,,,,
Frederick Converse ,Converse ,,,,,,
Girolamo Conversi ,Conversi ,,,,,,
Will Marion Cook ,Marion Cook ,,,,,,
Arnold Cooke ,Cooke ,,,,,,
Benjamin Cooke ,Cooke ,,,,,,
David Cope ,Cope ,,,,,,
Aaron Copland ,Copland ,,,,,,
Carmine Coppola ,Coppola ,,,,,,
John Coprario  ,Coprario  ,,,,,,
William Corbett ,Corbett ,,,,,,
Sidney Corbett ,Corbett ,,,,,,
Francesco Corbetta ,Corbetta ,,,,,,
Frederick Corder ,Corder ,,,,,,
Baude Cordier ,Cordier ,,,,,,
Arcangelo Corelli ,Corelli ,,,,,,
Azio Corghi ,Corghi ,,,,,,
Miguel Ángel Coria ,Ángel Coria ,,,,,,
John Corigliano ,Corigliano ,,,,,,
Johannes Cornago  ,Cornago  ,,,,,,
Peter Cornelius ,Cornelius ,,,,,,
Peeter Cornet ,Cornet ,,,,,,
William Cornysh the younger ,Cornysh the younger ,,,,,,
Ronald Corp ,Corp ,,,,,,
Francisco Correa de Arauxo ,Correa de Arauxo ,,,,,,
Manuel Correia ,Correia ,,,,,,
Gaspard Corrette ,Corrette ,,,,,,
Michel Corrette ,Corrette ,,,,,,
Francesco Corteccia ,Corteccia ,,,,,,
Ramiro Cortés ,Cortés ,,,,,,
Napoléon Coste ,Coste ,,,,,,
Guillaume Costeley ,Costeley ,,,,,,
Elvis Costello ,Costello ,,,,,,
Phil Coulter ,Coulter ,,,,,,
Armand-Louis Couperin ,Couperin ,,,,,,
François Couperin ,Couperin ,,,,,,
Louis Couperin ,Couperin ,,,,,,
Jean Courtois ,Courtois ,,,,,,
Joachim Thibault de Courville ,Thibault de Courville ,,,,,,
Noël Coward ,Coward ,,,,,,
Henry Cowell ,Cowell ,,,,,,
Frederic Cowen ,Cowen ,,,,,,
Chiara Margarita Cozzolani ,Margarita Cozzolani ,,,,,,
Franz Cramer ,Cramer ,,,,,,
Johann Baptist Cramer ,Baptist Cramer ,,,,,,
Wilhelm Cramer ,Cramer ,,,,,,
Jean Cras ,Cras ,,,,,,
John Craton ,Craton ,,,,,,
Ruth Crawford Seeger ,Crawford Seeger ,,,,,,
Thomas Crecquillon ,Crecquillon ,,,,,,
Noah Creshevsky ,Creshevsky ,,,,,,
Lyell Cresswell ,Cresswell ,,,,,,
Paul Creston ,Creston ,,,,,,
Henri-Jacques de Croes ,de Croes ,,,,,,
William Croft ,Croft ,,,,,,
William Crotch ,Crotch ,,,,,,
Johann Crüger ,Crüger ,,,,,,
David Crumb ,Crumb ,,,,,,
George Crumb ,Crumb ,,,,,,
Bernhard Crusell ,Crusell ,,,,,,
César Cui ,Cui ,,,,,,
Conrad Cummings ,Cummings ,,,,,,
Alvin Curran ,Curran ,,,,,,
Sebastian Currier ,Currier ,,,,,,
Joe Cutler ,Cutler ,,,,,,
Chaya Czernowin ,Czernowin ,,,,,,
Carl Czerny ,Czerny ,,,,,,
Holger Czukay ,Czukay ,,,,,,
Harry Dacre ,Dacre ,,,,,,
Ingolf Dahl ,Dahl ,,,,,,
Nicolas Dalayrac ,Dalayrac ,,,,,,
Marc-André Dalbavie ,Dalbavie ,,,,,,
Nancy Dalberg ,Dalberg ,,,,,,
Lucio Dalla ,Dalla ,,,,,,
'Evaristo Felice Dall''Abaco ','Felice Dall''Abaco ',,,,,,
Luigi Dallapiccola ,Dallapiccola ,,,,,,
Burkhard Dallwitz ,Dallwitz ,,,,,,
Joan Ambrosio Dalza ,Ambrosio Dalza ,,,,,,
Jean-Michel Damase ,Damase ,,,,,,
Didier van Damme ,van Damme ,,,,,,
Walter Damrosch ,Damrosch ,,,,,,
Ghiselin Danckerts ,Danckerts ,,,,,,
Charles Dancla ,Dancla ,,,,,,
Georges Dandelot ,Dandelot ,,,,,,
Jean-François Dandrieu ,Dandrieu ,,,,,,
Daniel Danielis ,Danielis ,,,,,,
Richard Danielpour ,Danielpour ,,,,,,
Alexandre Danilevsky ,Danilevsky ,,,,,,
Hart Pease Danks ,Pease Danks ,,,,,,
John Dankworth ,Dankworth ,,,,,,
Franz Danzi ,Danzi ,,,,,,
Louis-Claude Daquin ,Daquin ,,,,,,
Alexander Dargomyzhsky ,Dargomyzhsky ,,,,,,
Michael Daugherty ,Daugherty ,,,,,,
Louis François Dauprat ,François Dauprat ,,,,,,
Antoine Dauvergne ,Dauvergne ,,,,,,
Félicien-César David ,David ,,,,,,
Ferdinand David ,David ,,,,,,
Johann Nepomuk David ,Nepomuk David ,,,,,,
Padre Davide da Bergamo  ,Davide da Bergamo  ,,,,,,
Neil Davidge ,Davidge ,,,,,,
Mario Davidovsky ,Davidovsky ,,,,,,
Hugh Davies ,Davies ,,,,,,
Peter Maxwell Davies ,Maxwell Davies ,,,,,,
Walford Davies ,Davies ,,,,,,
Carl Davis ,Davis ,,,,,,
Don Davis ,Davis ,,,,,,
Ananias Davisson ,Davisson ,,,,,,
Richard Davy ,Davy ,,,,,,
Karl Davydov  ,Davydov  ,,,,,,
Julian Dawes ,Dawes ,,,,,,
Arthur De Greef ,De Greef ,,,,,,
Reginald De Koven ,De Koven ,,,,,,
Jon Deak ,Deak ,,,,,,
Claude Debussy ,Debussy ,,,,,,
Michel Decoust ,Decoust ,,,,,,
Edmond Dédé ,Dédé ,,,,,,
Elliot Del Borgo ,Del Borgo ,,,,,,
David Del Tredici ,Del Tredici ,,,,,,
Michel Richard Delalande  ,Richard Delalande  ,,,,,,
Philibert Delavigne ,Delavigne ,,,,,,
Claire Delbos ,Delbos ,,,,,,
Lex van Delden ,van Delden ,,,,,,
Léo Delibes ,Delibes ,,,,,,
Frederick Delius ,Delius ,,,,,,
Azzolino Della Ciaja ,Della Ciaja ,,,,,,
Michielina Della Pietà ,Della Pietà ,,,,,,
Norman Dello Joio ,Dello Joio ,,,,,,
Giuseppe Demachi ,Demachi ,,,,,,
Christoph Demantius ,Demantius ,,,,,,
Jeanne Demessieux ,Demessieux ,,,,,,
Nickitas J. Demos ,J. Demos ,,,,,,
Jörg Demus ,Demus ,,,,,,
Pietro Denis ,Denis ,,,,,,
William Denis Browne ,Denis Browne ,,,,,,
Edison Denisov ,Denisov ,,,,,,
Fabrizio Dentice ,Dentice ,,,,,,
Scipione Dentice ,Dentice ,,,,,,
Luigi Denza ,Denza ,,,,,,
Mary Dering ,Dering ,,,,,,
Richard Dering ,Dering ,,,,,,
Fabrizio De Rossi Re ,De Rossi Re ,,,,,,
Victor De Sabata ,De Sabata ,,,,,,
Alfred Desenclos ,Desenclos ,,,,,,
Henri Desmarest ,Desmarest ,,,,,,
Alexandre Desplat ,Desplat ,,,,,,
Paul Dessau ,Dessau ,,,,,,
Josef Dessauer ,Dessauer ,,,,,,
André Cardinal Destouches ,Cardinal Destouches ,,,,,,
Max Deutsch ,Deutsch ,,,,,,
François Devienne ,Devienne ,,,,,,
Frédéric Devreese ,Devreese ,,,,,,
James Di Pasquale ,Di Pasquale ,,,,,,
Salvatore Di Vittorio ,Di Vittorio ,,,,,,
Anton Diabelli ,Diabelli ,,,,,,
David Diamond ,Diamond ,,,,,,
Alphons Diepenbrock ,Diepenbrock ,,,,,,
Bernard van Dieren ,van Dieren ,,,,,,
Albert Christoph Dies ,Christoph Dies ,,,,,,
Albert Dietrich ,Dietrich ,,,,,,
Charles Dieupart ,Dieupart ,,,,,,
Rudi Martinus van Dijk ,Martinus van Dijk ,,,,,,
Muttusvami Dikshitar ,Dikshitar ,,,,,,
Steffi Diliberto ,Diliberto ,,,,,,
James Dillon ,Dillon ,,,,,,
Lawrence Dillon ,Dillon ,,,,,,
Violeta Dinescu ,Dinescu ,,,,,,
Grigoras Dinicu ,Dinicu ,,,,,,
Paul Dirmeikis ,Dirmeikis ,,,,,,
Girolamo Diruta ,Diruta ,,,,,,
Hugo Distler ,Distler ,,,,,,
Carl Ditters von Dittersdorf ,Ditters von Dittersdorf ,,,,,,
Antonius Divitis  ,Divitis  ,,,,,,
Steve Dobrogosz ,Dobrogosz ,,,,,,
Ignacy Feliks Dobrzyński ,Feliks Dobrzyński ,,,,,,
Stephen Dodgson ,Dodgson ,,,,,,
Friedhelm Döhl ,Döhl ,,,,,,
Theodor Döhler ,Döhler ,,,,,,
Ernő Dohnányi  ,Dohnányi  ,,,,,,
Johannes Baptista Dolar  ,Baptista Dolar  ,,,,,,
Joe Dolce ,Dolce ,,,,,,
Johann Friedrich Doles ,Friedrich Doles ,,,,,,
Charles Dollé ,Dollé ,,,,,,
Petrus de Domarto ,de Domarto ,,,,,,
František Domažlický ,Domažlický ,,,,,,
Carlo Domeniconi ,Domeniconi ,,,,,,
Jakob van Domselaer ,van Domselaer ,,,,,,
Pino Donaggio ,Donaggio ,,,,,,
Ignazio Donati ,Donati ,,,,,,
Baldassare Donato ,Donato ,,,,,,
Franco Donatoni ,Donatoni ,,,,,,
Stefano Donaudy ,Donaudy ,,,,,,
Gaetano Donizetti ,Donizetti ,,,,,,
Jakob Dont ,Dont ,,,,,,
Cornelis Dopper ,Dopper ,,,,,,
Árpád Doppler ,Doppler ,,,,,,
Franz Doppler ,Doppler ,,,,,,
Karl Doppler ,Doppler ,,,,,,
Nicolao Dorati ,Dorati ,,,,,,
Gustave Doret ,Doret ,,,,,,
Daniel Dorff ,Dorff ,,,,,,
Avner Dorman ,Dorman ,,,,,,
Louis-Antoine Dornel ,Dornel ,,,,,,
Nico Dostal ,Dostal ,,,,,,
Friedrich Dotzauer ,Dotzauer ,,,,,,
Celius Dougherty ,Dougherty ,,,,,,
James Douglas ,Douglas ,,,,,,
Roy Douglas ,Douglas ,,,,,,
John Thomas Douglass ,Thomas Douglass ,,,,,,
Victor Dourlen ,Dourlen ,,,,,,
John Dowland ,Dowland ,,,,,,
Robert Dowland ,Dowland ,,,,,,
John W. Downey ,W. Downey ,,,,,,
Patrick Doyle ,Doyle ,,,,,,
Felix Draeseke ,Draeseke ,,,,,,
George Draga  ,Draga  ,,,,,,
Antonio Draghi ,Draghi ,,,,,,
Giovanni Battista Draghi ,Battista Draghi ,,,,,,
Domenico Dragonetti ,Dragonetti ,,,,,,
Giovanni Dragoni ,Dragoni ,,,,,,
Ervin Drake ,Drake ,,,,,,
Deborah Drattell ,Drattell ,,,,,,
Sem Dresden ,Dresden ,,,,,,
Adam Drese ,Drese ,,,,,,
Johann Samuel Drese ,Samuel Drese ,,,,,,
Johann Wilhelm Drese ,Wilhelm Drese ,,,,,,
Paul Dresher ,Dresher ,,,,,,
Erwin Dressel ,Dressel ,,,,,,
Cornelius Heinrich Dretzel ,Heinrich Dretzel ,,,,,,
Alexander Dreyschock ,Dreyschock ,,,,,,
Felix Dreyschock ,Dreyschock ,,,,,,
Riccardo Drigo ,Drigo ,,,,,,
Madeleine Dring ,Dring ,,,,,,
Karl Ludwig Drobisch ,Ludwig Drobisch ,,,,,,
Jacob Druckman ,Druckman ,,,,,,
Georg Druschetzky ,Druschetzky ,,,,,,
Du Mingxin ,Mingxin ,,,,,,
Alexandra du Bois ,du Bois ,,,,,,
Eustache Du Caurroy ,Du Caurroy ,,,,,,
Henri Du Mont ,Du Mont ,,,,,,
Édouard Du Puy ,Du Puy ,,,,,,
John W. Duarte ,W. Duarte ,,,,,,
Leonora Duarte ,Duarte ,,,,,,
Andreas Düben ,Düben ,,,,,,
Gustav Düben ,Düben ,,,,,,
Pierre Max Dubois ,Max Dubois ,,,,,,
Théodore Dubois ,Dubois ,,,,,,
William Duckworth ,Duckworth ,,,,,,
Jörg Duda ,Duda ,,,,,,
François Dufault ,Dufault ,,,,,,
Guillaume Dufay  ,Dufay  ,,,,,,
Arthur Duff ,Duff ,,,,,,
Paul Dukas ,Dukas ,,,,,,
John Woods Duke ,Woods Duke ,,,,,,
Vernon Duke  ,Duke  ,,,,,,
Friedrich Dülon ,Dülon ,,,,,,
Pierre Dumage ,Dumage ,,,,,,
Isaak Dunayevsky ,Dunayevsky ,,,,,,
Thomas Dunhill ,Dunhill ,,,,,,
Egidio Duni ,Duni ,,,,,,
John Dunstaple  ,Dunstaple  ,,,,,,
Henri Duparc ,Duparc ,,,,,,
Jacques Duphly ,Duphly ,,,,,,
Jean-Louis Duport ,Duport ,,,,,,
Marcel Dupré ,Dupré ,,,,,,
Albert Dupuis ,Dupuis ,,,,,,
Sylvain Dupuis ,Dupuis ,,,,,,
Francesco Durante ,Durante ,,,,,,
Louis Durey ,Durey ,,,,,,
Sebastián Durón ,Durón ,,,,,,
Lucien Durosoir ,Durosoir ,,,,,,
Maurice Duruflé ,Duruflé ,,,,,,
Pascal Dusapin ,Dusapin ,,,,,,
František Xaver Dušek ,Xaver Dušek ,,,,,,
Jan Ladislav Dussek ,Ladislav Dussek ,,,,,,
Sophia Dussek ,Dussek ,,,,,,
Henri Dutilleux ,Dutilleux ,,,,,,
Balys Dvarionas ,Dvarionas ,,,,,,
Antonín Dvořák ,Dvořák ,,,,,,
George Dyson ,Dyson ,,,,,,
Damodar Raao ,Raao ,,,,,,
Brian Easdale ,Easdale ,,,,,,
Michael East ,East ,,,,,,
John Eaton ,Eaton ,,,,,,
Johann Georg Ebeling ,Georg Ebeling ,,,,,,
Petr Eben ,Eben ,,,,,,
Dennis Eberhard ,Eberhard ,,,,,,
Anton Eberl ,Eberl ,,,,,,
Johann Ernst Eberlin ,Ernst Eberlin ,,,,,,
Guglielmo Ebreo da Pesaro ,Ebreo da Pesaro ,,,,,,
Henry Eccles ,Eccles ,,,,,,
John Eccles ,Eccles ,,,,,,
Johann Gottfried Eckard ,Gottfried Eckard ,,,,,,
Sophie Carmen Eckhardt-Gramatté ,Carmen Eckhardt-Gramatté ,,,,,,
Jean-Frédéric Edelmann ,Edelmann ,,,,,,
Lotten Edholm ,Edholm ,,,,,,
Lars Edlund ,Edlund ,,,,,,
Ross Edwards ,Edwards ,,,,,,
Cecil Effinger ,Effinger ,,,,,,
Klaus Egge ,Egge ,,,,,,
Joachim Nicolas Eggert ,Nicolas Eggert ,,,,,,
Werner Egk ,Egk ,,,,,,
Margriet Ehlen ,Ehlen ,,,,,,
Heinrich Ehrlich ,Ehrlich ,,,,,,
